商品コード,SKUコード,商品名,契約区分,規格１名,荷主コード,荷主名,産地コード,産地名,単位,在庫数,発注先企業コード,発注先部署コード,発注先部署名,発注先担当者コード,発注先担当者名,ＪＡＮコード,納品予定日_開始,納品予定日_終了,入荷日,ロット番号,ロット行,ロット枝,倉庫コード,特記事項,配送締切時間,配送日数,商談有無,値引有無
701890000,22091900420101,養殖アトランティックサｰモンセミドレス1尾/約4kg,1,不定貫 約4kg,121146,ｼｮｸﾘｭｰ,NOR,ﾉﾙｳｪｰ,3,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209190042,01,01,991010,,,,0,0
701800891,22091700560101,秋鮭フィｰレ5kg,1,1,123032,ぜんぎょれん食品,00001,北海道,1,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170056,01,01,991010,,,,0,0
701001875,22091700570101,秋鮭フィｰレ傷5kg,1,1,123032,ぜんぎょれん食品,00001,北海道,1,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170057,01,01,991010,,,,0,0
701000159,22091900450101,養殖アトランティックサｰモントリムC1枚/約1.6kg,1,不定貫 約1.6kg,114400,ｵｰｼｬﾝ貿易,NOR,ﾉﾙｳｪｰ,3,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209190045,01,01,991010,,,,0,0
701000158,22091900440101,養殖アトランティックサｰモントリムA1枚/約1.6kg,1,不定貫 約1.6kg,114400,ｵｰｼｬﾝ貿易,NOR,ﾉﾙｳｪｰ,3,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209190044,01,01,991010,,,,0,0
701000157,22091900430101,養殖アトランティックサｰモンセミドレス1尾/約5kg,1,不定貫 約5kg,121146,ｼｮｸﾘｭｰ,NOR,ﾉﾙｳｪｰ,3,1.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209190043,01,01,991010,,,,0,0
501800009,22092000700101,アオリイカムキ身1Kg,1,1,110016,安岐水産,IND,ｲﾝﾄﾞ,3,25.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200070,01,01,991010,,,,0,0
501018974,22092000710101,アオリイカソｰメン1kg(500g×2),1,1,110016,安岐水産,,,3,10.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200071,01,01,991010,,,,0,0
501013507,22092000770101,ボイルヒジキ1kg,1,1,144013,森屋食品,JPN,日本,3,20.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200077,01,01,991010,,,,0,0
501013506,22091300660101,ボイル赤ニシ貝ムキ身(65g×12),1,1,110016,安岐水産,BGR,ﾌﾞﾙｶﾞﾘｱ,3,10.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/15 0:00:00,2209130066,01,01,991010,,,,0,0
301800863,22091700500101,解凍開きキンキ(アラスカキチジ)16枚/2kg,1,1,144130,ﾓﾘﾋﾛ水産,USA,ｱﾒﾘｶ,1,4.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170050,01,01,991010,,,,0,0
301800862,22091700480101,解凍塩マダラフィｰレ3kg,1,1,144130,ﾓﾘﾋﾛ水産,USA,ｱﾒﾘｶ,1,12.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170048,01,01,991010,,,,0,0
301800860,22091700490101,解凍アブラガレイフィｰレ3kg,1,1,144130,ﾓﾘﾋﾛ水産,USA,ｱﾒﾘｶ,1,6.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170049,01,01,991010,,,,0,0
301800553,22092000740101,ボイルワカメ塩蔵戻し2kg,1,1,144013,森屋食品,00003,岩手県,1,100.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200074,01,01,991010,,,,0,0
301800552,22092000730101,ワカメソｰメン1Kg,1,1,144013,森屋食品,00003,岩手県,3,5.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200073,01,01,991010,,,,0,0
301800466,22092000780101,切コンブ(湯引き)1.5kg,1,1,135041,浜水ﾌｰｽﾞ,00003,岩手県,1,20.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200078,01,01,991010,,,,0,0
301002653,22092000790101,解凍チビッコボイルホタテ貝むき身2kg,1,1,131126,日海水産,WA032,陸奥湾,1,3.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200079,01,01,991010,,,,0,0
301002644,22092000680101,シジミ5kg,1,計量 5kg,136028,平万商店,SM011,宍道湖,1,12.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200068,01,01,991010,,,,0,0
301000769,22091700580101,秋鮭カマ5㎏,1,1,123032,ぜんぎょれん食品,00001,北海道,1,80.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170058,01,01,991010,,,,0,0
101800990,22092000660101,ハマグリ,1,不定貫,120138,ｻﾝﾖｰ,00043,熊本県,1,10.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209200066,01,01,991010,,,,0,0
101000136,22091700590101,秋鮭白子,1,不定貫,123032,ぜんぎょれん食品,00001,北海道,1,15.00,01,110116,鮮魚  特種,89181,土屋  伊佐夫,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/21 0:00:00,2209170059,01,01,991010,3ｋ,,,0,0
701003336,22091900200101,サンマ18入/2kg,1,計量 2kg,136085,平庄商店,00001,北海道,1,49.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/09/20 0:00:00,2209190020,01,01,991010,棒受け網物,,,0,0
701001796,22080412650101,ヤリイカ2段(10－14入)/約4kg,1,1,199999,仕入先ﾀﾞﾐｰ,00035,山口県,1,3.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2022/09/21 0:00:00,2022/09/21 0:00:00,2022/08/04 0:00:00,2208041265,01,01,991010,釣冷凍物12/14杯入,,,0,0
